"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Significant"
"ENSG00000013297"	5.46735747229084	-1.65836547599455	0.609798103670414	-2.7195320320164	0.0065374362817036	0.0313004525002778	"TRUE"
"ENSG00000026508"	4521.95580090876	0.841648663435232	0.239410219821315	3.51550850278405	0.000438912704928486	0.00346741036893504	"FALSE"
"ENSG00000053524"	11.065595597819	1.92818329557358	0.510900897734372	3.77408476697585	0.000160596152358317	0.0014499538327208	"TRUE"
"ENSG00000055483"	718.083045404914	0.701961478066468	0.255014331493715	2.75263540662525	0.00591176932161766	0.0289630869090106	"FALSE"
"ENSG00000056558"	624.704922526158	1.29926694608777	0.270530740905163	4.80265917928801	1.5657226034301e-06	2.30124810550656e-05	"TRUE"
"ENSG00000057704"	1902.3457009443	-0.72069708892183	0.148815648191113	-4.84288512452863	1.27967279190437e-06	1.97256879142333e-05	"FALSE"
"ENSG00000060982"	23.7367967975199	-1.10709885587764	0.375614703943875	-2.9474321538889	0.00320425057326877	0.0185787739661089	"TRUE"
"ENSG00000067225"	345.276547146296	-0.964775745192126	0.191975918039538	-5.02550400615055	5.02112084769102e-07	8.35091677826506e-06	"FALSE"
"ENSG00000069956"	313.775246551914	0.934355874573118	0.237488693685724	3.93431729347748	8.34335065718956e-05	0.000798939032627849	"FALSE"
"ENSG00000076382"	74.0207396242571	1.00376610378891	0.274658364508244	3.65459870696486	0.000257584551065119	0.00217057915030874	"TRUE"
"ENSG00000078401"	109.182831848237	3.93873888496408	0.451508492380856	8.72351008104999	2.69708067295839e-18	4.26138746327425e-16	"TRUE"
"ENSG00000081041"	523.321639065399	3.24613658160181	0.375202425954504	8.65169401115607	5.0740541042207e-18	6.41360438773497e-16	"TRUE"
"ENSG00000085117"	1073.45356001007	-0.627987182418036	0.183020243247394	-3.43124438737178	0.000600819059775614	0.00452044816402605	"FALSE"
"ENSG00000096070"	284.938049375309	-0.640271570555653	0.243290324375983	-2.63171818360591	0.00849542991528462	0.0386267029241718	"FALSE"
"ENSG00000099985"	12675.9198692174	1.9273375348328	0.304569672750338	6.32806778635731	2.48250089233849e-10	9.22906214092899e-09	"TRUE"
"ENSG00000100906"	9724.96446761232	0.609473286061168	0.225185186921701	2.70654253236065	0.00679878727538173	0.0323070192333929	"FALSE"
"ENSG00000101384"	132.111240859726	-0.56360254574587	0.200325050109443	-2.81344018353151	0.00490145043176098	0.0253761527598214	"FALSE"
"ENSG00000102921"	1820.86635774319	-0.621269260990504	0.215145623304605	-2.88766860068032	0.00388108543066622	0.0215605870033359	"FALSE"
"ENSG00000103569"	15740.7425900057	0.552709839596382	0.188430093477901	2.933235500736	0.003354493405306	0.0192730893832127	"FALSE"
"ENSG00000105281"	20.8953549449573	-1.05555847744326	0.368877414176847	-2.8615427154811	0.00421584689416172	0.0229690968716397	"TRUE"
"ENSG00000106952"	95.818158257615	-0.705628906094489	0.278524081006974	-2.53345744304536	0.0112943453745505	0.0479062166222544	"FALSE"
"ENSG00000108179"	6575.71958216693	0.869643924326079	0.233890157729219	3.7181723795872	0.000200669325141783	0.00173730155465215	"FALSE"
"ENSG00000109320"	1515.9461060091	0.64254173361815	0.156254403288286	4.11215121043772	3.91989411740278e-05	0.000419893742745519	"FALSE"
"ENSG00000111424"	913.610783532264	-0.676479445179718	0.16299910214486	-4.15020350589734	3.32179803280387e-05	0.00036196144081587	"FALSE"
"ENSG00000111817"	999.203632917142	0.589953615529239	0.208612196134579	2.8279919700795	0.0046840981441953	0.0246695835594286	"FALSE"
"ENSG00000112078"	1123.53551777555	-0.572857405410967	0.208632623591244	-2.74577098993548	0.00603688875601184	0.0293485668753806	"FALSE"
"ENSG00000112715"	1445.07438557685	1.52089610846356	0.232364365499676	6.54530700175575	5.93732892907885e-11	3.12699323598153e-09	"TRUE"
"ENSG00000113552"	48.7401178282542	1.83797829299325	0.442706542628078	4.15168540786025	3.30035731043569e-05	0.00036196144081587	"TRUE"
"ENSG00000114315"	73.8220683472315	0.741039971967191	0.263621077981346	2.81100425520461	0.00493871327445891	0.0253761527598214	"FALSE"
"ENSG00000115008"	652.104049175996	2.93278114334094	0.445872593070447	6.57762147510504	4.78033284614405e-11	2.7465185079664e-09	"TRUE"
"ENSG00000115009"	153.707143106027	3.53310229443517	0.458617615688156	7.70380851841844	1.32069703790438e-14	1.04335065994446e-12	"TRUE"
