"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Significant"
"ENSG00000001617"	6.4866837817165	1.83567797349894	0.544455905813645	3.37158244386323	0.000747376657968269	0.00763418365391161	"TRUE"
"ENSG00000004799"	34.5165876992972	-1.96349663646085	0.606996504836698	-3.23477420514818	0.00121738962433178	0.0112996265807481	"TRUE"
"ENSG00000004864"	126.892096697325	2.11112040845853	0.266718316005674	7.91516848214362	2.46918487836389e-15	3.79977553337755e-13	"TRUE"
"ENSG00000007350"	52.1800868737178	1.16453615879992	0.338050092154288	3.4448627165835	0.000571349494500527	0.00620920596655857	"TRUE"
"ENSG00000008118"	50.87163169083	3.27426918974749	0.584595661298989	5.60091257343916	2.13226264708955e-08	9.04892699664343e-07	"TRUE"
"ENSG00000008256"	80.4455031370277	2.28878632603167	0.29847195485337	7.66834635152263	1.74227900874526e-14	2.3135779159677e-12	"TRUE"
"ENSG00000008294"	3602.42849860396	1.24638987019753	0.200313227659232	6.22220451820516	4.90217430438555e-10	3.05754553393987e-08	"TRUE"
"ENSG00000010310"	24.5180825016209	1.84362124890869	0.535123469479517	3.44522592272372	0.000570582277750224	0.00620920596655857	"TRUE"
"ENSG00000011422"	18310.5115778375	1.66328419619074	0.219144901568085	7.58988315169166	3.2019410104717e-14	4.0246687540784e-12	"TRUE"
"ENSG00000011523"	20.376748309965	-1.12030787005866	0.290947079665822	-3.85055547333704	0.00011785023231425	0.00167575295793303	"TRUE"
"ENSG00000013297"	8.45900372888839	2.86498431990605	0.892628398460174	3.20960471888221	0.00132917620233137	0.0121320484188405	"TRUE"
"ENSG00000013619"	14.5635469633706	4.42180065887422	0.737893132038082	5.99246756323789	2.06680670277646e-09	1.13440130559724e-07	"TRUE"
"ENSG00000015475"	1975.95309087632	1.03801716776076	0.172306600096622	6.02424496321487	1.69900877573984e-09	9.51560493242591e-08	"TRUE"
"ENSG00000016391"	5.15525014257628	3.89877732545334	1.21287023969411	3.21450489743784	0.00130669685823863	0.0119533724820874	"TRUE"
"ENSG00000019144"	21.334750776627	3.03616238390968	0.641699915354266	4.73143647250366	2.22936588359023e-06	5.65620009848949e-05	"TRUE"
"ENSG00000023445"	785.902613030472	1.77915711112113	0.410818622797348	4.33076061403081	1.48595159107488e-05	0.000299481993863389	"TRUE"
"ENSG00000023909"	102.752359382443	1.27013742479455	0.396759484458502	3.20127804009029	0.00136819440115446	0.0124261936069549	"TRUE"
"ENSG00000026508"	6532.41541945426	2.89974022670648	0.323138143091291	8.97368598756619	2.86753967087207e-19	9.25821729815286e-17	"TRUE"
"ENSG00000026652"	74.5941083032843	1.2389468228693	0.35134665513456	3.52628039790163	0.000421440512753184	0.00477922829407295	"TRUE"
"ENSG00000026751"	119.71738385234	4.46952977266163	0.58822007716041	7.59839717514907	2.99820943495504e-14	3.79757819661305e-12	"TRUE"
"ENSG00000027075"	416.169750737287	2.67548159020008	0.298850738610231	8.95256810353585	3.4730649053654e-19	1.07900918361786e-16	"TRUE"
