"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Significant"
"ENSG00000026508"	4521.95580090876	0.588461631483473	0.228174781422835	2.57899504850618	0.00990882069781042	0.0344582023142958	"FALSE"
"ENSG00000053524"	11.065595597819	2.56429534845577	0.487205350022977	5.26327419913356	1.4151228093958e-07	2.43322505282222e-06	"TRUE"
"ENSG00000055483"	718.083045404914	0.832494835657279	0.24311507400881	3.42428308508386	0.000616423727501632	0.00328936454589233	"FALSE"
"ENSG00000056558"	624.704922526158	1.26459079928311	0.257871047714185	4.9039658018714	9.39208480276776e-07	1.26384793324201e-05	"TRUE"
"ENSG00000057704"	1902.3457009443	-0.68299422921604	0.141901157881371	-4.81316882408401	1.48555689492443e-06	1.83911943591644e-05	"FALSE"
"ENSG00000060982"	23.7367967975199	-1.53286488646377	0.365184112378177	-4.19751252726012	2.69862734119647e-05	0.000252997898406637	"TRUE"
"ENSG00000067225"	345.276547146296	-0.862941255529806	0.183243271396267	-4.70926571521243	2.48610795881144e-06	2.90358646510241e-05	"FALSE"
"ENSG00000076382"	74.0207396242571	1.15490857788141	0.262505905464129	4.39955274849703	1.08474208977108e-05	0.000117799184836544	"TRUE"
"ENSG00000078401"	109.182831848237	3.9934243214678	0.431273842484056	9.25960243372616	2.05194807845186e-20	3.17538965140426e-18	"TRUE"
"ENSG00000081041"	523.321639065399	3.17795375435348	0.357684105041256	8.88480564152251	6.40326139399887e-19	6.60603133814217e-17	"TRUE"
"ENSG00000085117"	1073.45356001007	-0.494453375951597	0.174458514745402	-2.83421750250014	0.00459380539059432	0.0192132806539046	"FALSE"
"ENSG00000096070"	284.938049375309	-0.634400065842155	0.232315454997652	-2.73076996039099	0.0063186559257304	0.024293465950479	"FALSE"
"ENSG00000096384"	104.497653622745	-1.07602430211399	0.352117341512317	-3.05586852806666	0.0022440963273528	0.0100659103379086	"TRUE"
"ENSG00000099985"	12675.9198692174	2.14883004991712	0.290244197655229	7.40352457439871	1.32616606272635e-13	7.46269811661462e-12	"TRUE"
"ENSG00000100906"	9724.96446761232	0.907380614331584	0.214586888989517	4.22849978675031	2.35254739410614e-05	0.000231147116976461	"FALSE"
"ENSG00000101384"	132.111240859726	-0.466752928692153	0.191717962333237	-2.43458110555577	0.0149090382002769	0.0485720770840599	"FALSE"
"ENSG00000102921"	1820.86635774319	-0.521151144749129	0.205065102717974	-2.54139362495952	0.0110411538236111	0.0371438816131266	"FALSE"
"ENSG00000105281"	20.8953549449573	-1.34536218012565	0.358890358136251	-3.74867184259904	0.000177773511555683	0.0011961065614453	"TRUE"
"ENSG00000106952"	95.818158257615	-0.9558791620928	0.267764917975775	-3.56984465821352	0.000357192980488369	0.00210573766592667	"FALSE"
"ENSG00000107554"	208.936553344039	-0.673680130309148	0.191422884533802	-3.51932911234648	0.000432639651098253	0.002457495578137	"FALSE"
"ENSG00000107968"	2220.28487376686	0.390220079431936	0.151691902150814	2.57245162002105	0.0100981068479631	0.034486174513521	"FALSE"
"ENSG00000108179"	6575.71958216693	0.920316016069746	0.22289343263953	4.12895079577382	3.64422372414655e-05	0.000317714716231932	"FALSE"
"ENSG00000108932"	215.687643619639	-0.902065380908721	0.287548717599907	-3.13708712888036	0.00170635410967429	0.00806284880830829	"FALSE"
"ENSG00000109320"	1515.9461060091	0.493166677528909	0.149019588988331	3.30940838635332	0.000934933573499727	0.00474363837701911	"FALSE"
"ENSG00000110047"	4519.39613853089	0.441114801273622	0.161260843410561	2.73541172143425	0.00623022950591899	0.0241032004010241	"FALSE"
"ENSG00000111424"	913.610783532264	-0.545672743763334	0.155423226459628	-3.51088287248416	0.000446621136286229	0.0024906169672178	"FALSE"
"ENSG00000112078"	1123.53551777555	-0.698805708851484	0.198964715605509	-3.51220922124212	0.000444398004737358	0.0024906169672178	"FALSE"
"ENSG00000112715"	1445.07438557685	1.46405030306059	0.221497705898233	6.60977637273246	3.84901011624626e-11	1.25396697997707e-09	"TRUE"
"ENSG00000115008"	652.104049175996	2.65948371160749	0.424956994355437	6.25824200314979	3.89341330514858e-10	1.00417618161957e-08	"TRUE"
"ENSG00000115009"	153.707143106027	3.34447972021357	0.43742685033289	7.64580344729265	2.07644647091277e-14	1.28532036549501e-12	"TRUE"
"ENSG00000116584"	1334.50638522999	-0.655918306123843	0.197333636522266	-3.323905228138	0.000887663560447236	0.00454102267699867	"FALSE"
"ENSG00000116711"	38.0116340251165	-0.878975715922628	0.254151023005584	-3.45847797710149	0.000543236683141766	0.00295143296340432	"FALSE"
"ENSG00000117525"	81.4635327350146	2.25535300367623	0.567029118395112	3.97749062704161	6.96463672188092e-05	0.000552706427031319	"TRUE"
"ENSG00000118503"	8072.74374085886	0.942621563162258	0.256339038780538	3.67724544668076	0.000235766159006171	0.00153861684653041	"FALSE"
"ENSG00000118707"	130.324225673229	-0.581161483681203	0.225646640831845	-2.57553793638919	0.0100084293511617	0.034486174513521	"FALSE"
